month,outlet_name,conflict_name,death_reporting_count,human_rights_violations_count,id,death_report_percentage,hr_violation_percentage,article_count,normalized_death_report,normalized_hr_violation
2020-01,La Croix,Israel-Palestine Conflict,4.0,1.0,2,200.0,50.0,60,0.06666666666666667,0.016666666666666666
2020-01,Los Angeles Times,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,60,0.0,0.0
2020-01,NPR,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,60,0.0,0.0
2020-01,RT (Russia Today),Israel-Palestine Conflict,23.0,2.0,5,459.99999999999994,40.0,60,0.38333333333333336,0.03333333333333333
2020-01,Sky News,Israel-Palestine Conflict,11.0,2.0,1,1100.0,200.0,60,0.18333333333333332,0.03333333333333333
2020-01,TASS,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-01,Tasnim News Agency,Israel-Palestine Conflict,3.0,2.0,3,100.0,66.66666666666666,60,0.05,0.03333333333333333
2020-01,The Atlantic,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-01,The Daily Telegraph,Israel-Palestine Conflict,3.0,0.0,1,300.0,0.0,60,0.05,0.0
2020-01,The Economist,Israel-Palestine Conflict,2.0,0.0,1,200.0,0.0,60,0.03333333333333333,0.0
2020-01,The Globe and Mail,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,60,0.0,0.0
2020-01,The Guardian,Israel-Palestine Conflict,56.0,8.0,1,5600.0,800.0,60,0.9333333333333333,0.13333333333333333
2020-01,The Hill,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,60,0.0,0.0
2020-01,The Independent,Israel-Palestine Conflict,12.0,2.0,3,400.0,66.66666666666666,60,0.2,0.03333333333333333
2020-01,The Intercept,Israel-Palestine Conflict,1.0,0.0,2,50.0,0.0,60,0.016666666666666666,0.0
2020-01,The Japan Times,Israel-Palestine Conflict,2.0,8.0,1,200.0,800.0,60,0.03333333333333333,0.13333333333333333
2020-01,The New York Times,Israel-Palestine Conflict,8.0,1.0,2,400.0,50.0,60,0.13333333333333333,0.016666666666666666
2020-01,The New York Times,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-01,The South China Morning Post,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,60,0.0,0.0
2020-01,The Sun,Israel-Palestine Conflict,2.0,1.0,1,200.0,100.0,60,0.03333333333333333,0.016666666666666666
2020-01,The Washington Post,Israel-Palestine Conflict,0.0,1.0,2,0.0,50.0,60,0.0,0.016666666666666666
2020-01,Vox,Israel-Palestine Conflict,0.0,0.0,4,0.0,0.0,60,0.0,0.0
2020-02,Arab News,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,47,0.0,0.0
2020-02,BuzzFeed News,Israel-Palestine Conflict,14.0,2.0,1,1400.0,200.0,47,0.2978723404255319,0.0425531914893617
2020-02,BuzzFeed News,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,10,0.0,0.0
2020-02,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,8.0,0.0,3,266.66666666666663,0.0,47,0.1702127659574468,0.0
2020-02,China Daily,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,47,0.0,0.0
2020-02,Council on Foreign Relations,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0,47,0.0,0.0
2020-02,Council on Foreign Relations,Russian Invasion of Ukraine,6.0,1.0,1,600.0,100.0,10,0.6,0.1
2020-02,Deutsche Welle,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,47,0.0,0.0
2020-02,Financial Times,Israel-Palestine Conflict,4.0,2.0,2,200.0,100.0,47,0.0851063829787234,0.0425531914893617
2020-02,Foreign Affairs,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,47,0.0,0.0
2020-02,Foreign Policy,Israel-Palestine Conflict,9.0,17.0,5,180.0,340.0,47,0.19148936170212766,0.3617021276595745
2020-02,Fox News,Israel-Palestine Conflict,1.0,0.0,2,50.0,0.0,47,0.02127659574468085,0.0
2020-02,France 24,Israel-Palestine Conflict,0.0,1.0,2,0.0,50.0,47,0.0,0.02127659574468085
2020-02,International Crisis Group reports,Israel-Palestine Conflict,2.0,5.0,1,200.0,500.0,47,0.0425531914893617,0.10638297872340426
2020-02,International Crisis Group reports,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,10,0.0,0.0
2020-02,Just Security,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,47,0.0,0.0
2020-02,La Razón,Russian Invasion of Ukraine,0.0,1.0,1,0.0,100.0,10,0.0,0.1
2020-02,La Vanguardia,Israel-Palestine Conflict,2.0,0.0,1,200.0,0.0,47,0.0425531914893617,0.0
2020-02,Le Parisien,Israel-Palestine Conflict,2.0,2.0,1,200.0,200.0,47,0.0425531914893617,0.0425531914893617
2020-02,Los Angeles Times,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0,47,0.0,0.0
2020-02,RIA Novosti,Israel-Palestine Conflict,10.0,2.0,2,500.0,100.0,47,0.2127659574468085,0.0425531914893617
2020-02,RT (Russia Today),Israel-Palestine Conflict,5.0,1.0,4,125.0,25.0,47,0.10638297872340426,0.02127659574468085
2020-02,RTVE,Israel-Palestine Conflict,2.0,28.0,2,100.0,1400.0,47,0.0425531914893617,0.5957446808510638
2020-02,RTVE,Russian Invasion of Ukraine,0.0,0.0,3,0.0,0.0,10,0.0,0.0
2020-02,Tasnim News Agency,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0,47,0.0,0.0
2020-02,The Conversation UK,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0,47,0.02127659574468085,0.0
2020-02,The Daily Telegraph,Israel-Palestine Conflict,2.0,0.0,1,200.0,0.0,47,0.0425531914893617,0.0
2020-02,The Diplomat,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,47,0.0,0.0
2020-02,The Globe and Mail,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,47,0.0,0.0
2020-02,The Hindu,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,10,0.0,0.0
2020-02,The Intercept,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,47,0.0,0.0
2020-02,The Japan Times,Israel-Palestine Conflict,0.0,1.0,1,0.0,100.0,47,0.0,0.02127659574468085
2020-02,The New Statesman,Israel-Palestine Conflict,4.0,9.0,1,400.0,900.0,47,0.0851063829787234,0.19148936170212766
2020-02,The Times,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,47,0.0,0.0
2020-02,The Times of India,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,10,0.0,0.0
2020-02,The Washington Post,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,47,0.0,0.0
2020-02,Vox,Israel-Palestine Conflict,4.0,1.0,1,400.0,100.0,47,0.0851063829787234,0.02127659574468085
2020-03,BuzzFeed News,Russian Invasion of Ukraine,2.0,0.0,1,200.0,0.0,4,0.5,0.0
2020-03,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,12,0.0,0.0
2020-03,China Daily,Russian Invasion of Ukraine,1.0,0.0,1,100.0,0.0,4,0.25,0.0
2020-03,Council on Foreign Relations,Israel-Palestine Conflict,16.0,0.0,2,800.0,0.0,12,1.3333333333333333,0.0
2020-03,Fox News,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,12,0.0,0.0
2020-03,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,10.0,1.0,1,1000.0,100.0,12,0.8333333333333334,0.08333333333333333
2020-03,International Crisis Group reports,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0,12,0.0,0.0
2020-03,International Crisis Group reports,Russian Invasion of Ukraine,1.0,0.0,1,100.0,0.0,4,0.25,0.0
2020-03,Kommersant,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,4,0.0,0.0
2020-03,NPR,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,12,0.0,0.0
2020-03,RT (Russia Today),Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,12,0.0,0.0
2020-03,Tasnim News Agency,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0,12,0.0,0.0
2020-03,The Globe and Mail,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,12,0.0,0.0
2020-04,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,0.0,1.0,1,0.0,100.0,39,0.0,0.02564102564102564
2020-04,Council on Foreign Relations,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,39,0.0,0.0
2020-04,El País,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,39,0.0,0.0
2020-04,Foreign Affairs,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,39,0.0,0.0
2020-04,Haaretz ,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0,39,0.02564102564102564,0.0
2020-04,International Crisis Group reports,Israel-Palestine Conflict,4.0,0.0,2,200.0,0.0,39,0.10256410256410256,0.0
2020-04,International Crisis Group reports,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,6,0.0,0.0
2020-04,Just Security,Israel-Palestine Conflict,1.0,0.0,2,50.0,0.0,39,0.02564102564102564,0.0
2020-04,Kommersant,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,6,0.0,0.0
2020-04,RT (Russia Today),Israel-Palestine Conflict,41.0,44.0,19,215.78947368421052,231.57894736842107,39,1.0512820512820513,1.1282051282051282
2020-04,Radio France Internationale (RFI),Israel-Palestine Conflict,19.0,2.0,8,237.5,25.0,39,0.48717948717948717,0.05128205128205128
2020-04,Tasnim News Agency,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0,39,0.0,0.0
2020-04,The Diplomat,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,39,0.0,0.0
2020-04,The Intercept,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,6,0.0,0.0
2020-04,The Sun,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,6,0.0,0.0
2020-05,Amnesty International publications,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0,19,0.05263157894736842,0.0
2020-05,Der Spiegel,Israel-Palestine Conflict,0.0,2.0,1,0.0,200.0,19,0.0,0.10526315789473684
2020-05,Foreign Policy,Israel-Palestine Conflict,4.0,0.0,2,200.0,0.0,19,0.21052631578947367,0.0
2020-05,Fox News,Israel-Palestine Conflict,2.0,3.0,1,200.0,300.0,19,0.10526315789473684,0.15789473684210525
2020-05,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0,19,0.05263157894736842,0.0
2020-05,International Crisis Group reports,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,4,0.0,0.0
2020-05,Just Security,Israel-Palestine Conflict,10.0,2.0,2,500.0,100.0,19,0.5263157894736842,0.10526315789473684
2020-05,Kommersant,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,4,0.0,0.0
2020-05,Mediapart,Russian Invasion of Ukraine,3.0,0.0,1,300.0,0.0,4,0.75,0.0
2020-05,RT (Russia Today),Israel-Palestine Conflict,13.0,4.0,6,216.66666666666666,66.66666666666666,19,0.6842105263157895,0.21052631578947367
2020-05,Radio France Internationale (RFI),Israel-Palestine Conflict,0.0,0.0,3,0.0,0.0,19,0.0,0.0
2020-05,Tasnim News Agency,Israel-Palestine Conflict,5.0,0.0,2,250.0,0.0,19,0.2631578947368421,0.0
2020-05,The Conversation UK,Russian Invasion of Ukraine,0.0,2.0,1,0.0,200.0,4,0.0,0.5
2020-06,Amnesty International publications,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,14,0.0,0.0
2020-06,Amnesty International publications,Russian Invasion of Ukraine,2.0,1.0,3,66.66666666666666,33.33333333333333,9,0.2222222222222222,0.1111111111111111
2020-06,Council on Foreign Relations,Israel-Palestine Conflict,7.0,0.0,3,233.33333333333334,0.0,14,0.5,0.0
2020-06,Der Spiegel,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,14,0.0,0.0
2020-06,El Confidencial,Russian Invasion of Ukraine,2.0,2.0,1,200.0,200.0,9,0.2222222222222222,0.2222222222222222
2020-06,France 24,Israel-Palestine Conflict,6.0,0.0,1,600.0,0.0,14,0.42857142857142855,0.0
2020-06,Global Times,Russian Invasion of Ukraine,1.0,0.0,1,100.0,0.0,9,0.1111111111111111,0.0
2020-06,Interfax,Russian Invasion of Ukraine,0.0,2.0,1,0.0,200.0,9,0.0,0.2222222222222222
2020-06,International Crisis Group reports,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,9,0.0,0.0
2020-06,Just Security,Israel-Palestine Conflict,1.0,4.0,1,100.0,400.0,14,0.07142857142857142,0.2857142857142857
2020-06,RT (Russia Today),Israel-Palestine Conflict,0.0,0.0,3,0.0,0.0,14,0.0,0.0
2020-06,RT (Russia Today),Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,9,0.0,0.0
2020-06,Tasnim News Agency,Israel-Palestine Conflict,2.0,1.0,1,200.0,100.0,14,0.14285714285714285,0.07142857142857142
2020-06,The Economist,Israel-Palestine Conflict,1.0,2.0,1,100.0,200.0,14,0.07142857142857142,0.14285714285714285
2020-06,The Intercept,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,9,0.0,0.0
2020-06,The Sun,Israel-Palestine Conflict,0.0,9.0,2,0.0,450.0,14,0.0,0.6428571428571429
2020-07,Amnesty International publications,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0,20,0.05,0.0
2020-07,Amnesty International publications,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-07,Arab News,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,20,0.0,0.0
2020-07,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,1.0,1.0,2,50.0,50.0,20,0.05,0.05
2020-07,Council on Foreign Relations,Israel-Palestine Conflict,7.0,1.0,1,700.0,100.0,20,0.35,0.05
2020-07,Der Spiegel,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-07,El Confidencial,Russian Invasion of Ukraine,3.0,1.0,1,300.0,100.0,8,0.375,0.125
2020-07,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,2.0,0.0,1,200.0,0.0,20,0.1,0.0
2020-07,Institute for International Strategic Studies (IISS) publications,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-07,International Crisis Group reports,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,20,0.0,0.0
2020-07,International Crisis Group reports,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-07,Just Security,Israel-Palestine Conflict,7.0,0.0,2,350.0,0.0,20,0.35,0.0
2020-07,Kommersant,Russian Invasion of Ukraine,3.0,0.0,1,300.0,0.0,8,0.375,0.0
2020-07,La Croix,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,20,0.0,0.0
2020-07,La Razón,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-07,Los Angeles Times,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0,20,0.0,0.0
2020-07,RT (Russia Today),Israel-Palestine Conflict,0.0,0.0,3,0.0,0.0,20,0.0,0.0
2020-07,Radio France Internationale (RFI),Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,20,0.0,0.0
2020-07,Tasnim News Agency,Israel-Palestine Conflict,15.0,1.0,2,750.0,50.0,20,0.75,0.05
2020-07,The Diplomat,Israel-Palestine Conflict,0.0,1.0,1,0.0,100.0,20,0.0,0.05
2020-07,Vox,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,20,0.0,0.0
2020-07,Vox,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-08,Amnesty International publications,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-08,Amnesty International publications,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-08,BuzzFeed News,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-08,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,1.0,1.0,2,50.0,50.0,23,0.043478260869565216,0.043478260869565216
2020-08,Dawn,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-08,Financial Times,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-08,Foreign Affairs,Israel-Palestine Conflict,3.0,2.0,1,300.0,200.0,23,0.13043478260869565,0.08695652173913043
2020-08,Foreign Policy,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-08,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,3.0,1.0,1,300.0,100.0,23,0.13043478260869565,0.043478260869565216
2020-08,International Crisis Group reports,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-08,Just Security,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0,23,0.043478260869565216,0.0
2020-08,La Razón,Israel-Palestine Conflict,0.0,1.0,1,0.0,100.0,23,0.0,0.043478260869565216
2020-08,La Razón,Russian Invasion of Ukraine,2.0,0.0,1,200.0,0.0,8,0.25,0.0
2020-08,Mediapart,Russian Invasion of Ukraine,0.0,1.0,1,0.0,100.0,8,0.0,0.125
2020-08,RT (Russia Today),Israel-Palestine Conflict,5.0,3.0,4,125.0,75.0,23,0.21739130434782608,0.13043478260869565
2020-08,RTVE,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-08,Radio France Internationale (RFI),Israel-Palestine Conflict,6.0,0.0,2,300.0,0.0,23,0.2608695652173913,0.0
2020-08,Tasnim News Agency,Israel-Palestine Conflict,2.0,0.0,1,200.0,0.0,23,0.08695652173913043,0.0
2020-08,The Conversation UK,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-08,The Diplomat,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-08,The Economist,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-08,The Independent,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-08,The Jerusalem Post,Israel-Palestine Conflict,7.0,0.0,1,700.0,0.0,23,0.30434782608695654,0.0
2020-08,The Spectator,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-08,The Sun,Israel-Palestine Conflict,2.0,4.0,1,200.0,400.0,23,0.08695652173913043,0.17391304347826086
2020-08,The Sydney Morning Herald,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,8,0.0,0.0
2020-09,Al Jazeera,Israel-Palestine Conflict,2.0,0.0,1,200.0,0.0,23,0.08695652173913043,0.0
2020-09,Amnesty International publications,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,12,0.0,0.0
2020-09,Arab News,Israel-Palestine Conflict,12.0,1.0,1,1200.0,100.0,23,0.5217391304347826,0.043478260869565216
2020-09,BuzzFeed News,Russian Invasion of Ukraine,6.0,9.0,1,600.0,900.0,12,0.5,0.75
2020-09,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,7.0,3.0,3,233.33333333333334,100.0,23,0.30434782608695654,0.13043478260869565
2020-09,Council on Foreign Relations,Israel-Palestine Conflict,0.0,0.0,2,0.0,0.0,23,0.0,0.0
2020-09,Deutsche Welle,Israel-Palestine Conflict,8.0,4.0,1,800.0,400.0,23,0.34782608695652173,0.17391304347826086
2020-09,El Confidencial,Russian Invasion of Ukraine,5.0,0.0,3,166.66666666666669,0.0,12,0.4166666666666667,0.0
2020-09,Financial Times,Israel-Palestine Conflict,0.0,1.0,2,0.0,50.0,23,0.0,0.043478260869565216
2020-09,Foreign Policy,Israel-Palestine Conflict,4.0,3.0,3,133.33333333333331,100.0,23,0.17391304347826086,0.13043478260869565
2020-09,France 24,Israel-Palestine Conflict,0.0,1.0,1,0.0,100.0,23,0.0,0.043478260869565216
2020-09,Global Times,Russian Invasion of Ukraine,0.0,1.0,1,0.0,100.0,12,0.0,0.08333333333333333
2020-09,Interfax,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-09,International Crisis Group reports,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,12,0.0,0.0
2020-09,Kommersant,Russian Invasion of Ukraine,0.0,3.0,2,0.0,150.0,12,0.0,0.25
2020-09,Los Angeles Times,Israel-Palestine Conflict,5.0,19.0,1,500.0,1900.0,23,0.21739130434782608,0.8260869565217391
2020-09,Mediapart,Russian Invasion of Ukraine,0.0,1.0,2,0.0,50.0,12,0.0,0.08333333333333333
2020-09,RIA Novosti,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-09,Sky News,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-09,Tasnim News Agency,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-09,The Diplomat,Israel-Palestine Conflict,5.0,0.0,1,500.0,0.0,23,0.21739130434782608,0.0
2020-09,The Independent,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,23,0.0,0.0
2020-09,The Japan Times,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0,23,0.043478260869565216,0.0
2020-09,The Jerusalem Post,Israel-Palestine Conflict,0.0,1.0,1,0.0,100.0,23,0.0,0.043478260869565216
2020-09,The New York Times,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,12,0.0,0.0
2020-10,Amnesty International publications,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,11,0.0,0.0
2020-10,Arab News,Israel-Palestine Conflict,1.0,0.0,2,50.0,0.0,14,0.07142857142857142,0.0
2020-10,BuzzFeed News,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,11,0.0,0.0
2020-10,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,14,0.0,0.0
2020-10,Council on Foreign Relations,Israel-Palestine Conflict,1.0,0.0,2,50.0,0.0,14,0.07142857142857142,0.0
2020-10,El Confidencial,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,11,0.0,0.0
2020-10,Financial Times,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,14,0.0,0.0
2020-10,Foreign Affairs,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,14,0.0,0.0
2020-10,International Crisis Group reports,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,11,0.0,0.0
2020-10,Just Security,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,14,0.0,0.0
2020-10,La Razón,Russian Invasion of Ukraine,0.0,1.0,3,0.0,33.33333333333333,11,0.0,0.09090909090909091
2020-10,MSNBC ,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,14,0.0,0.0
2020-10,MSNBC ,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,11,0.0,0.0
2020-10,Mediapart,Israel-Palestine Conflict,0.0,2.0,1,0.0,200.0,14,0.0,0.14285714285714285
2020-10,Mediapart,Russian Invasion of Ukraine,0.0,0.0,2,0.0,0.0,11,0.0,0.0
2020-10,RT (Russia Today),Israel-Palestine Conflict,1.0,1.0,1,100.0,100.0,14,0.07142857142857142,0.07142857142857142
2020-10,The Diplomat,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0,14,0.07142857142857142,0.0
2020-10,The Intercept,Israel-Palestine Conflict,3.0,0.0,1,300.0,0.0,14,0.21428571428571427,0.0
2020-10,The Intercept,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,11,0.0,0.0
2020-10,The Wall Street Journal,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,14,0.0,0.0
2020-11,Amnesty International publications,Israel-Palestine Conflict,1.0,0.0,2,50.0,0.0,20,0.05,0.0
2020-11,Associated Press (AP),Israel-Palestine Conflict,1.0,1.0,1,100.0,100.0,20,0.05,0.05
2020-11,BuzzFeed News,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,4,0.0,0.0
2020-11,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,20,0.0,0.0
2020-11,Council on Foreign Relations,Israel-Palestine Conflict,0.0,0.0,3,0.0,0.0,20,0.0,0.0
2020-11,Council on Foreign Relations,Russian Invasion of Ukraine,0.0,0.0,1,0.0,0.0,4,0.0,0.0
2020-11,Foreign Policy,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,20,0.0,0.0
2020-11,Fox News,Israel-Palestine Conflict,2.0,0.0,1,200.0,0.0,20,0.1,0.0
2020-11,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,20,0.0,0.0
2020-11,International Crisis Group reports,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,20,0.0,0.0
2020-11,Kommersant,Russian Invasion of Ukraine,1.0,0.0,1,100.0,0.0,4,0.25,0.0
2020-11,Mediapart,Israel-Palestine Conflict,3.0,0.0,1,300.0,0.0,20,0.15,0.0
2020-11,NBC News,Israel-Palestine Conflict,0.0,0.0,1,0.0,0.0,20,0.0,0.0
2020-11,People's Daily,Israel-Palestine Conflict,1.0,0.0,1,100.0,0.0,20,0.05,0.0
2020-11,RT (Russia Today),Israel-Palestine Conflict,15.0,5.0,2,750.0,250.0,20,0.75,0.25
