month,outlet_name,conflict_name,sentiment_category,sentiment,sentiment_score,article_count,normalized_sentiment_score
2020-02,Financial Times,Israel-Palestine Conflict,{'positive': 2},0.18479984574812158,1.0,47,0.02127659574468085
2020-02,Foreign Affairs,Israel-Palestine Conflict,{'positive': 1},0.25,1.0,47,0.02127659574468085
2020-02,Foreign Policy,Israel-Palestine Conflict,"{'positive': 3, 'neutral': 2}",0.059539240521383346,0.6,47,0.01276595744680851
2020-02,Fox News,Israel-Palestine Conflict,{'neutral': 2},0.03090277777777775,0.0,47,0.0
2020-02,France 24,Israel-Palestine Conflict,{'positive': 2},0.13493359872745836,1.0,47,0.02127659574468085
2020-02,International Crisis Group reports,Israel-Palestine Conflict,{'neutral': 1},-0.0155913978494623,0.0,47,0.0
2020-02,International Crisis Group reports,Russian Invasion of Ukraine,{'neutral': 2},-0.0236111111111111,0.0,10,0.0
2020-02,Just Security,Israel-Palestine Conflict,{'positive': 1},0.0862433862433862,1.0,47,0.02127659574468085
2020-02,La Razón,Russian Invasion of Ukraine,{'neutral': 1},-0.025,0.0,10,0.0
2020-02,La Vanguardia,Israel-Palestine Conflict,{'neutral': 1},-0.044047619047619,0.0,47,0.0
2020-02,Le Parisien,Israel-Palestine Conflict,{'neutral': 1},0.0163014468324202,0.0,47,0.0
2020-02,Los Angeles Times,Israel-Palestine Conflict,"{'positive': 1, 'neutral': 1}",0.0875,0.5,47,0.010638297872340425
2020-02,RIA Novosti,Israel-Palestine Conflict,"{'neutral': 1, 'positive': 1}",0.031589293556684855,0.5,47,0.010638297872340425
2020-02,RT (Russia Today),Israel-Palestine Conflict,"{'neutral': 2, 'positive': 2}",0.07406647184104087,0.5,47,0.010638297872340425
2020-02,RTVE,Israel-Palestine Conflict,"{'positive': 1, 'neutral': 1}",0.05653111054443451,0.5,47,0.010638297872340425
2020-02,RTVE,Russian Invasion of Ukraine,"{'neutral': 2, 'positive': 1}",0.059226986249045,0.3333333333333333,10,0.03333333333333333
2020-02,Tasnim News Agency,Israel-Palestine Conflict,{'neutral': 2},,0.0,47,0.0
2020-02,The Conversation UK,Israel-Palestine Conflict,{'positive': 1},0.0694355014733165,1.0,47,0.02127659574468085
2020-02,The Daily Telegraph,Israel-Palestine Conflict,{'positive': 1},0.0617066307167463,1.0,47,0.02127659574468085
2020-02,The Diplomat,Israel-Palestine Conflict,{'neutral': 1},,0.0,47,0.0
2020-02,The Globe and Mail,Israel-Palestine Conflict,{'neutral': 1},0.0166666666666666,0.0,47,0.0
2020-02,The Hindu,Russian Invasion of Ukraine,{'positive': 1},0.0712251603817868,1.0,10,0.1
2020-02,The Intercept,Israel-Palestine Conflict,{'positive': 1},0.149032738095238,1.0,47,0.02127659574468085
2020-02,The Japan Times,Israel-Palestine Conflict,{'positive': 1},0.0604166666666666,1.0,47,0.02127659574468085
2020-02,The New Statesman,Israel-Palestine Conflict,{'negative': 1},-0.0882291666666666,-1.0,47,-0.02127659574468085
2020-02,The Times,Israel-Palestine Conflict,{'neutral': 1},0.0333333333333333,0.0,47,0.0
2020-02,The Times of India,Russian Invasion of Ukraine,{'neutral': 1},0.0056818181818181,0.0,10,0.0
2020-02,The Washington Post,Israel-Palestine Conflict,{'neutral': 1},,0.0,47,0.0
2020-02,Vox,Israel-Palestine Conflict,{'positive': 1},0.0580265651349988,1.0,47,0.02127659574468085
2020-03,BuzzFeed News,Russian Invasion of Ukraine,{'negative': 1},-0.1055555555555555,-1.0,4,-0.25
2020-03,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,{'neutral': 1},0.023829365079365,0.0,12,0.0
2020-03,China Daily,Russian Invasion of Ukraine,{'positive': 1},0.25,1.0,4,0.25
2020-03,Council on Foreign Relations,Israel-Palestine Conflict,{'neutral': 2},0.0093333333333333,0.0,12,0.0
2020-03,Fox News,Israel-Palestine Conflict,{'neutral': 1},,0.0,12,0.0
2020-03,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,{'neutral': 1},-0.0113774428589243,0.0,12,0.0
2020-03,International Crisis Group reports,Israel-Palestine Conflict,"{'positive': 1, 'neutral': 1}",0.1598484848484848,0.5,12,0.041666666666666664
2020-03,International Crisis Group reports,Russian Invasion of Ukraine,{'neutral': 1},0.0469155844155844,0.0,4,0.0
2020-03,Kommersant,Russian Invasion of Ukraine,{'neutral': 1},,0.0,4,0.0
2020-03,NPR,Israel-Palestine Conflict,{'negative': 1},-0.07875,-1.0,12,-0.08333333333333333
2020-03,RT (Russia Today),Israel-Palestine Conflict,{'neutral': 1},,0.0,12,0.0
2020-03,Tasnim News Agency,Israel-Palestine Conflict,{'neutral': 2},0.0243589743589743,0.0,12,0.0
2020-03,The Globe and Mail,Israel-Palestine Conflict,{'neutral': 1},,0.0,12,0.0
2020-04,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,{'positive': 1},0.0880330086580086,1.0,39,0.02564102564102564
2020-04,Council on Foreign Relations,Israel-Palestine Conflict,{'negative': 1},-0.0773809523809524,-1.0,39,-0.02564102564102564
2020-04,El País,Israel-Palestine Conflict,{'neutral': 1},,0.0,39,0.0
2020-04,Foreign Affairs,Israel-Palestine Conflict,{'positive': 1},0.0606800242865816,1.0,39,0.02564102564102564
2020-04,Haaretz ,Israel-Palestine Conflict,{'neutral': 1},8.589294303581092e-05,0.0,39,0.0
2020-04,International Crisis Group reports,Israel-Palestine Conflict,"{'positive': 1, 'negative': 1}",-0.016519423558897253,0.0,39,0.0
2020-04,International Crisis Group reports,Russian Invasion of Ukraine,"{'neutral': 1, 'positive': 1}",0.0573349959219524,0.5,6,0.08333333333333333
2020-04,Just Security,Israel-Palestine Conflict,"{'positive': 1, 'neutral': 1}",0.0744708994708994,0.5,39,0.01282051282051282
2020-04,Kommersant,Russian Invasion of Ukraine,{'positive': 1},0.1181547619047619,1.0,6,0.16666666666666666
2020-04,RT (Russia Today),Israel-Palestine Conflict,"{'neutral': 11, 'positive': 7, 'negative': 1}",0.052737369644236504,0.3157894736842105,39,0.008097165991902834
2020-04,Radio France Internationale (RFI),Israel-Palestine Conflict,"{'neutral': 5, 'positive': 3}",0.09684474463838728,0.375,39,0.009615384615384616
2020-04,Tasnim News Agency,Israel-Palestine Conflict,{'neutral': 2},,0.0,39,0.0
2020-04,The Diplomat,Israel-Palestine Conflict,{'positive': 1},0.1333333333333333,1.0,39,0.02564102564102564
2020-04,The Intercept,Russian Invasion of Ukraine,{'positive': 2},0.1041666666666666,1.0,6,0.16666666666666666
2020-04,The Sun,Russian Invasion of Ukraine,{'positive': 1},0.105,1.0,6,0.16666666666666666
2020-05,Amnesty International publications,Israel-Palestine Conflict,{'positive': 1},0.0631586270871985,1.0,19,0.05263157894736842
2020-05,Der Spiegel,Israel-Palestine Conflict,{'neutral': 1},0.0472387392222103,0.0,19,0.0
2020-05,Foreign Policy,Israel-Palestine Conflict,{'neutral': 2},-0.0027705627705627,0.0,19,0.0
2020-05,Fox News,Israel-Palestine Conflict,{'neutral': 1},-0.0175438596491228,0.0,19,0.0
2020-05,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,{'positive': 1},0.1583333333333333,1.0,19,0.05263157894736842
2020-05,International Crisis Group reports,Russian Invasion of Ukraine,{'positive': 1},0.2333333333333333,1.0,4,0.25
2020-05,Just Security,Israel-Palestine Conflict,{'positive': 2},0.0685772000870506,1.0,19,0.05263157894736842
2020-05,Kommersant,Russian Invasion of Ukraine,{'positive': 1},0.1464209555876222,1.0,4,0.25
2020-05,Mediapart,Russian Invasion of Ukraine,{'positive': 1},0.1107666143380429,1.0,4,0.25
2020-05,RT (Russia Today),Israel-Palestine Conflict,"{'neutral': 4, 'positive': 2}",0.05109049219032238,0.3333333333333333,19,0.017543859649122806
2020-05,Radio France Internationale (RFI),Israel-Palestine Conflict,{'positive': 3},0.15746957749969795,1.0,19,0.05263157894736842
2020-05,Tasnim News Agency,Israel-Palestine Conflict,"{'positive': 1, 'neutral': 1}",0.025536264494319345,0.5,19,0.02631578947368421
2020-05,The Conversation UK,Russian Invasion of Ukraine,{'positive': 1},0.1388888888888888,1.0,4,0.25
2020-06,Amnesty International publications,Israel-Palestine Conflict,{'positive': 1},0.1463573012353499,1.0,14,0.07142857142857142
2020-06,Amnesty International publications,Russian Invasion of Ukraine,"{'neutral': 2, 'positive': 1}",0.06600658500115025,0.3333333333333333,9,0.037037037037037035
2020-06,Council on Foreign Relations,Israel-Palestine Conflict,"{'neutral': 2, 'negative': 1}",-0.025631010964344267,-0.3333333333333333,14,-0.023809523809523808
2020-06,Der Spiegel,Israel-Palestine Conflict,{'neutral': 1},-0.001569264069264,0.0,14,0.0
2020-06,El Confidencial,Russian Invasion of Ukraine,{'positive': 1},0.1224027398040555,1.0,9,0.1111111111111111
2020-06,France 24,Israel-Palestine Conflict,{'positive': 1},0.0563912938912938,1.0,14,0.07142857142857142
2020-06,Global Times,Russian Invasion of Ukraine,{'positive': 1},0.0697718145308507,1.0,9,0.1111111111111111
2020-06,Interfax,Russian Invasion of Ukraine,{'neutral': 1},-0.0245052566481138,0.0,9,0.0
2020-06,International Crisis Group reports,Russian Invasion of Ukraine,{'positive': 1},0.191798418972332,1.0,9,0.1111111111111111
2020-06,Just Security,Israel-Palestine Conflict,{'positive': 1},0.0881319811875367,1.0,14,0.07142857142857142
2020-06,RT (Russia Today),Israel-Palestine Conflict,{'neutral': 3},0.0,0.0,14,0.0
2020-06,RT (Russia Today),Russian Invasion of Ukraine,{'neutral': 1},0.0425925925925926,0.0,9,0.0
2020-06,Tasnim News Agency,Israel-Palestine Conflict,{'positive': 1},0.1132478632478632,1.0,14,0.07142857142857142
2020-06,The Economist,Israel-Palestine Conflict,{'positive': 1},0.0638888888888888,1.0,14,0.07142857142857142
2020-06,The Intercept,Russian Invasion of Ukraine,{'neutral': 1},,0.0,9,0.0
2020-06,The Sun,Israel-Palestine Conflict,"{'neutral': 1, 'positive': 1}",0.033185477716727654,0.5,14,0.03571428571428571
2020-07,Amnesty International publications,Israel-Palestine Conflict,{'negative': 1},-0.1025210084033613,-1.0,20,-0.05
2020-07,Amnesty International publications,Russian Invasion of Ukraine,{'neutral': 1},,0.0,8,0.0
2020-07,Arab News,Israel-Palestine Conflict,{'neutral': 1},,0.0,20,0.0
2020-07,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,{'positive': 2},0.06632259833269945,1.0,20,0.05
2020-07,Council on Foreign Relations,Israel-Palestine Conflict,{'positive': 1},0.0728787878787878,1.0,20,0.05
2020-07,Der Spiegel,Russian Invasion of Ukraine,{'positive': 1},0.1227272727272727,1.0,8,0.125
2020-07,El Confidencial,Russian Invasion of Ukraine,{'positive': 1},0.0768599159667381,1.0,8,0.125
2020-07,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,{'positive': 1},0.0543123543123543,1.0,20,0.05
2020-07,Institute for International Strategic Studies (IISS) publications,Russian Invasion of Ukraine,{'neutral': 1},,0.0,8,0.0
2020-07,International Crisis Group reports,Israel-Palestine Conflict,{'neutral': 1},,0.0,20,0.0
2020-07,International Crisis Group reports,Russian Invasion of Ukraine,{'positive': 1},0.1396613259565066,1.0,8,0.125
2020-07,Just Security,Israel-Palestine Conflict,"{'positive': 1, 'neutral': 1}",0.0349218614718614,0.5,20,0.025
2020-07,Kommersant,Russian Invasion of Ukraine,{'neutral': 1},-0.0003983285233285,0.0,8,0.0
2020-07,La Croix,Israel-Palestine Conflict,{'neutral': 1},-0.0127272727272727,0.0,20,0.0
2020-07,La Razón,Russian Invasion of Ukraine,{'positive': 1},0.088589466089466,1.0,8,0.125
2020-07,Los Angeles Times,Israel-Palestine Conflict,"{'positive': 1, 'neutral': 1}",0.1270021645021645,0.5,20,0.025
2020-07,RT (Russia Today),Israel-Palestine Conflict,{'neutral': 3},,0.0,20,0.0
2020-07,Radio France Internationale (RFI),Israel-Palestine Conflict,{'neutral': 1},,0.0,20,0.0
2020-07,Tasnim News Agency,Israel-Palestine Conflict,"{'neutral': 1, 'positive': 1}",0.03739952390445805,0.5,20,0.025
2020-07,The Diplomat,Israel-Palestine Conflict,{'positive': 1},0.075882565147271,1.0,20,0.05
2020-07,Vox,Israel-Palestine Conflict,{'positive': 1},0.0638538748832866,1.0,20,0.05
2020-07,Vox,Russian Invasion of Ukraine,{'neutral': 1},,0.0,8,0.0
2020-08,Amnesty International publications,Israel-Palestine Conflict,{'neutral': 1},,0.0,23,0.0
2020-08,Amnesty International publications,Russian Invasion of Ukraine,{'positive': 1},0.0931818181818181,1.0,8,0.125
2020-08,BuzzFeed News,Israel-Palestine Conflict,{'positive': 1},0.0983618863406097,1.0,23,0.043478260869565216
2020-08,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,{'positive': 2},0.0866162726162726,1.0,23,0.043478260869565216
2020-08,Dawn,Israel-Palestine Conflict,{'negative': 1},-0.1142929292929292,-1.0,23,-0.043478260869565216
2020-08,Financial Times,Israel-Palestine Conflict,{'neutral': 1},,0.0,23,0.0
2020-08,Foreign Affairs,Israel-Palestine Conflict,{'positive': 1},0.061641156462585,1.0,23,0.043478260869565216
2020-08,Foreign Policy,Israel-Palestine Conflict,{'neutral': 1},,0.0,23,0.0
2020-08,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,{'neutral': 1},-0.0049491049491049,0.0,23,0.0
2020-08,International Crisis Group reports,Russian Invasion of Ukraine,{'neutral': 1},0.05,0.0,8,0.0
2020-08,Just Security,Israel-Palestine Conflict,{'neutral': 1},0.0242105933282403,0.0,23,0.0
2020-08,La Razón,Israel-Palestine Conflict,{'neutral': 1},0.0499999999999999,0.0,23,0.0
2020-08,La Razón,Russian Invasion of Ukraine,{'positive': 1},0.1060662525879917,1.0,8,0.125
2020-08,Mediapart,Russian Invasion of Ukraine,{'neutral': 1},0.0439736974335188,0.0,8,0.0
2020-08,RT (Russia Today),Israel-Palestine Conflict,"{'positive': 3, 'neutral': 1}",0.07894655961322622,0.75,23,0.03260869565217391
2020-08,RTVE,Israel-Palestine Conflict,{'neutral': 1},0.0486111111111111,0.0,23,0.0
2020-08,Radio France Internationale (RFI),Israel-Palestine Conflict,"{'neutral': 1, 'positive': 1}",0.16982133363712312,0.5,23,0.021739130434782608
2020-08,Tasnim News Agency,Israel-Palestine Conflict,{'positive': 1},0.0745935027616062,1.0,23,0.043478260869565216
2020-08,The Conversation UK,Russian Invasion of Ukraine,{'neutral': 1},-0.0047178130511463,0.0,8,0.0
2020-08,The Diplomat,Russian Invasion of Ukraine,{'neutral': 1},,0.0,8,0.0
2020-08,The Economist,Israel-Palestine Conflict,{'neutral': 1},0.0078125,0.0,23,0.0
2020-08,The Independent,Israel-Palestine Conflict,{'neutral': 1},,0.0,23,0.0
2020-08,The Jerusalem Post,Israel-Palestine Conflict,{'neutral': 1},-0.0138412698412698,0.0,23,0.0
2020-08,The Spectator,Russian Invasion of Ukraine,{'neutral': 1},,0.0,8,0.0
2020-08,The Sun,Israel-Palestine Conflict,{'positive': 1},0.0702860672918811,1.0,23,0.043478260869565216
2020-08,The Sydney Morning Herald,Russian Invasion of Ukraine,{'neutral': 1},0.0394008769008768,0.0,8,0.0
2020-09,Al Jazeera,Israel-Palestine Conflict,{'positive': 1},0.0608064516129032,1.0,23,0.043478260869565216
2020-09,Amnesty International publications,Russian Invasion of Ukraine,{'neutral': 1},,0.0,12,0.0
2020-09,Arab News,Israel-Palestine Conflict,{'neutral': 1},0.0236067821067821,0.0,23,0.0
2020-09,BuzzFeed News,Russian Invasion of Ukraine,{'neutral': 1},0.030414146039146,0.0,12,0.0
2020-09,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,{'positive': 3},0.07480139410977966,1.0,23,0.043478260869565216
2020-09,Council on Foreign Relations,Israel-Palestine Conflict,"{'positive': 1, 'neutral': 1}",0.1086174242424242,0.5,23,0.021739130434782608
2020-09,Deutsche Welle,Israel-Palestine Conflict,{'neutral': 1},0.0487531652614297,0.0,23,0.0
2020-09,El Confidencial,Russian Invasion of Ukraine,{'positive': 3},0.10617447932791808,1.0,12,0.08333333333333333
2020-09,Financial Times,Israel-Palestine Conflict,{'positive': 2},0.1325661383389532,1.0,23,0.043478260869565216
2020-09,Foreign Policy,Israel-Palestine Conflict,{'positive': 3},0.07586551929015843,1.0,23,0.043478260869565216
2020-09,France 24,Israel-Palestine Conflict,{'positive': 1},0.073048048048048,1.0,23,0.043478260869565216
2020-09,Global Times,Russian Invasion of Ukraine,{'positive': 1},0.0669528013952474,1.0,12,0.08333333333333333
2020-09,Interfax,Israel-Palestine Conflict,{'positive': 1},0.0612648221343873,1.0,23,0.043478260869565216
2020-09,International Crisis Group reports,Russian Invasion of Ukraine,{'neutral': 1},0.0,0.0,12,0.0
2020-09,Kommersant,Russian Invasion of Ukraine,"{'positive': 1, 'neutral': 1}",0.0704210845515193,0.5,12,0.041666666666666664
2020-09,Los Angeles Times,Israel-Palestine Conflict,{'neutral': 1},0.047370251471375,0.0,23,0.0
2020-09,Mediapart,Russian Invasion of Ukraine,{'positive': 2},0.0613946845504222,1.0,12,0.08333333333333333
2020-09,RIA Novosti,Israel-Palestine Conflict,{'neutral': 1},,0.0,23,0.0
2020-09,Sky News,Israel-Palestine Conflict,{'neutral': 1},-0.0044531448943213,0.0,23,0.0
2020-09,Tasnim News Agency,Israel-Palestine Conflict,{'negative': 1},-0.2055555555555555,-1.0,23,-0.043478260869565216
2020-09,The Diplomat,Israel-Palestine Conflict,{'neutral': 1},-0.0315279710368996,0.0,23,0.0
2020-09,The Independent,Israel-Palestine Conflict,{'neutral': 1},,0.0,23,0.0
2020-09,The Japan Times,Israel-Palestine Conflict,{'neutral': 1},0.0126893939393939,0.0,23,0.0
2020-09,The Jerusalem Post,Israel-Palestine Conflict,{'neutral': 1},-0.0409722222222222,0.0,23,0.0
2020-09,The New York Times,Russian Invasion of Ukraine,{'neutral': 1},0.0334152752009894,0.0,12,0.0
2020-10,Amnesty International publications,Russian Invasion of Ukraine,{'neutral': 1},,0.0,11,0.0
2020-10,Arab News,Israel-Palestine Conflict,"{'negative': 1, 'neutral': 1}",-0.03846876503126495,-0.5,14,-0.03571428571428571
2020-10,BuzzFeed News,Russian Invasion of Ukraine,{'positive': 1},0.25,1.0,11,0.09090909090909091
2020-10,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,{'neutral': 1},,0.0,14,0.0
2020-10,Council on Foreign Relations,Israel-Palestine Conflict,{'positive': 2},0.0622437169312169,1.0,14,0.07142857142857142
2020-10,El Confidencial,Russian Invasion of Ukraine,{'neutral': 1},0.0448636363636363,0.0,11,0.0
2020-10,Financial Times,Israel-Palestine Conflict,{'positive': 1},0.2655844155844156,1.0,14,0.07142857142857142
2020-10,Foreign Affairs,Israel-Palestine Conflict,{'positive': 1},0.0962549407114624,1.0,14,0.07142857142857142
2020-10,International Crisis Group reports,Russian Invasion of Ukraine,{'positive': 1},0.175,1.0,11,0.09090909090909091
2020-10,Just Security,Israel-Palestine Conflict,{'positive': 1},0.0925595238095238,1.0,14,0.07142857142857142
2020-10,La Razón,Russian Invasion of Ukraine,"{'positive': 2, 'neutral': 1}",0.08497252169127167,0.6666666666666666,11,0.0606060606060606
2020-10,MSNBC ,Israel-Palestine Conflict,{'neutral': 1},0.0277777777777777,0.0,14,0.0
2020-10,MSNBC ,Russian Invasion of Ukraine,{'positive': 1},0.35,1.0,11,0.09090909090909091
2020-10,Mediapart,Israel-Palestine Conflict,{'neutral': 1},0.0301154004725433,0.0,14,0.0
2020-10,Mediapart,Russian Invasion of Ukraine,"{'positive': 1, 'neutral': 1}",0.053060020161084,0.5,11,0.045454545454545456
2020-10,RT (Russia Today),Israel-Palestine Conflict,{'positive': 1},0.0589300339300339,1.0,14,0.07142857142857142
2020-10,The Diplomat,Israel-Palestine Conflict,{'positive': 1},0.080166876134618,1.0,14,0.07142857142857142
2020-10,The Intercept,Israel-Palestine Conflict,{'neutral': 1},0.0107707509881422,0.0,14,0.0
2020-10,The Intercept,Russian Invasion of Ukraine,{'positive': 1},0.25,1.0,11,0.09090909090909091
2020-10,The Wall Street Journal,Israel-Palestine Conflict,{'neutral': 1},,0.0,14,0.0
2020-11,Amnesty International publications,Israel-Palestine Conflict,"{'positive': 1, 'neutral': 1}",0.07470984673631355,0.5,20,0.025
2020-11,Associated Press (AP),Israel-Palestine Conflict,{'positive': 1},0.1253708964646464,1.0,20,0.05
2020-11,BuzzFeed News,Russian Invasion of Ukraine,{'positive': 1},0.0892683267683267,1.0,4,0.25
2020-11,Carnegie Endowment for International Peace publications,Israel-Palestine Conflict,{'neutral': 1},0.0,0.0,20,0.0
2020-11,Council on Foreign Relations,Israel-Palestine Conflict,{'neutral': 3},0.0,0.0,20,0.0
2020-11,Council on Foreign Relations,Russian Invasion of Ukraine,{'neutral': 1},,0.0,4,0.0
2020-11,Foreign Policy,Israel-Palestine Conflict,{'neutral': 1},,0.0,20,0.0
2020-11,Fox News,Israel-Palestine Conflict,{'positive': 1},0.08528179367802,1.0,20,0.05
2020-11,Institute for International Strategic Studies (IISS) publications,Israel-Palestine Conflict,{'negative': 1},-0.1666666666666666,-1.0,20,-0.05
2020-11,International Crisis Group reports,Israel-Palestine Conflict,{'positive': 1},0.25,1.0,20,0.05
2020-11,Kommersant,Russian Invasion of Ukraine,{'positive': 1},0.0814089481946624,1.0,4,0.25
2020-11,Mediapart,Israel-Palestine Conflict,{'neutral': 1},0.0076937984496123,0.0,20,0.0
2020-11,NBC News,Israel-Palestine Conflict,{'positive': 1},0.0933571428571428,1.0,20,0.05
2020-11,People's Daily,Israel-Palestine Conflict,{'negative': 1},-0.0666666666666666,-1.0,20,-0.05
2020-11,RT (Russia Today),Israel-Palestine Conflict,{'neutral': 2},0.017177218402179048,0.0,20,0.0
2020-11,Tasnim News Agency,Israel-Palestine Conflict,{'neutral': 1},,0.0,20,0.0
2020-11,The Intercept,Israel-Palestine Conflict,"{'positive': 1, 'neutral': 1}",0.0554734073116426,0.5,20,0.025
2020-11,The New York Times,Russian Invasion of Ukraine,{'neutral': 1},-0.0044653986675263,0.0,4,0.0
2020-11,The Wall Street Journal,Israel-Palestine Conflict,{'positive': 1},0.0527884615384615,1.0,20,0.05
2020-12,Amnesty International publications,Israel-Palestine Conflict,{'neutral': 2},-0.0351359751359751,0.0,28,0.0
